pair_id	premise_slo	hypothesis_slo	premise_eng	hypothesis_eng	label
P3577	Med minerali je klorela bogata z železom in cinkom, vsebuje pa tudi baker, fosfor, kalij, kalcij, magnezij, selen in jod.	Klorela je polnovredno živilo, bogato z vitamini, minerali, antioksidanti, esencialnimi maščobnimi kislinami in polisaharidi.	Among minerals, chlorella is rich in iron and zinc, and also contains copper, phosphorus, potassium, calcium, magnesium, selenium and iodine.	Chlorella is a whole-food rich in vitamins, minerals, antioxidants, essential fatty acids and polysaccharides.	neutral
P3589	Na vozilih je za 12.000 evrov škode, postopek zoper 53-letnega voznika pa sledi.	Vozniku grozi do 7 let zaporne kazni.	The vehicles sustained €12,000 worth of damage and proceedings against the 53-year-old driver are pending.	The driver could face up to 7 years in prison.	neutral
P3644	Klepec si je postavil leseno hišo, za kar je porabil tako debela debla, da so po tri drugo na drugem dala zadosti visoke stene.	Gradnja iz proizvodov narave je zabeležena že v Klepčevi povesti, kjer je stene svojega prebivališča izgradil iz sveže posekanih drevesnih debel.	Klepec built himself a wooden house, using logs so thick that three of them on top of each other gave walls high enough for the house.	Building with the products of nature is already recorded in the story of Klepec, where he built the walls of his dwelling from freshly felled tree trunks.	neutral
P3653	Proti koncu polčasa so rokometašice Dunaferrja izkoristile nekaj nespretnosti in zmanjšale razliko na 11:12.	Kljub slabemu začetku so rokometašice Dunaferrja proti koncu polčasa vendarle uspele izkoristiti nekaj napak nasprotnic in kar 6-krat zapored zatresle njihovo mrežo.	Towards the end of the half, Dunaferr's handball players took advantage of a few slipups and reduced the difference to 11:12.	Despite a poor start, Dunaferr's handball players managed to take advantage of a few mistakes by their opponents towards the end of the half, scoring 6 times in a row.  	neutral
P3665	Le z zakonom oziroma drugim predpisom na podlagi zakona je lahko določen tudi pod 36 ur na teden, in sicer za dela, pri katerih obstajajo večje nevarnosti za poškodbe ali zdravstvene okvare.	Delodajalec lahko zaposli delavca za tvegana dela tudi za manj kot 36 ur tedensko, če mu to dovoljuje zakon.	It can only be set below 36 hours per week by law or by regulation under the law, for work involving a greater risk of injury or ill-health.	An employer can employ a worker for hazardous work for less than 36 hours a week if the law allows it.	neutral
P3722	Nazadnje dodajte žlico olja.	Jed je okusna z oljem ali brez.	Finally, add a tablespoon of oil.	The dish is delicious with or without oil.	neutral
P3728	Številka, ki jo je iskala, je bila prva, ki jo je zagledala.	Imela je srečo, saj je številko, ki jo je imela v mislih, zagledala najprej.	The number she was looking for was the first one she saw.	She was lucky, because she saw the number she had in mind first.	neutral
P3755	»Kdaj pa prideš domov?« ga je še vprašala, ko je končala.	Ko je prenehala pripovedovati zgodbo, mu je še zastavila vprašanje, kdaj se vrne.	When are you coming home? she asked him when she finished.	When she had finished telling him the story, she asked him when he would be back.	neutral
P3784	“No, pa bova torej te dali na stran.”	“Končno sva se odločili: tiste listine gredo na stran.“	Well, we'll put these aside then.	We've finally decided: those papers are going aside.	neutral
P3805	Učenci so se po tem tonu UGLASILI in začeli prepevati.	Učenci glasbene šole so se najprej uglasili s pomočjo klavirja, nato pa zapeli.	After hearing that tone, the students harmonized and started singing.	The music school pupils first warmed up with the piano and then sang.	neutral
P3890	Pogosto ljudje, ki so bili sami ustrahovani, ustrahujejo druge.	Gre za začaran krog, saj nasilje spodbuja nasilje.	Often people who have been bullied themselves bully others.	It is a vicious circle, because violence promotes violence.	neutral
P3897	»Projekt je del programa Ljubljana – svetovna prestolnica knjige 2010«	V času programa Ljubljana - svetovna prestolnica se je zvrstilo kar nekaj projektov.	The project is part of the Ljubljana - World Book Capital 2010 programme	During the Ljubljana - World Capital programme, a number of projects have taken place.	neutral
P3978	Po zelo ugodni ceni lektoriram vse vrste besedil v slovenskem jeziku: seminarske, diplomske, magistrske naloge, časopisne in revialne prispevke ...	Če vaša diplomska, magistrska ali doktorska naloga potrebujejo jezikovni pregled, vam lahko pomagam pri tem po garantirano najnižji ceni na tržišču.	I proofread all types of texts in Slovenian at a very affordable price: term papers, bachelor's and master's theses, newspaper and magazine articles ...	If your bachelor's, master's or doctoral thesis needs a language revision, I can help you with it at the guaranteed lowest price on the market.	neutral
P3991	Eden izmed naslednjih pregovorov pa pravi, da nam blagi januar obeta pozno pomlad.	Pregovori so ustaljeno ubesedene ljudske modrosti, ki večkrat zadevajo tudi vreme in letne čase.	One of the following proverbs says that a mild January promises a late spring.	Proverbs are traditional folk wisdom, often about the weather and the seasons.	neutral
P4010	Pomislil sem, da bi jo lahko ogovoril, če bi ostala.	Če bi ostala samo za trenutek dlje, bi zagotovo pristopil k njej.	I thought that if she had stayed, I could have spoken to her.	If she had stayed just a moment longer, I would certainly have approached her.	neutral
P4037	Oče Tony Richardson je umrl leta 1991 za posledicami aidsa, z ženo pa sta se ločila, ko je imela hčerka štiri leta.	Duhovnik Tony Richardson, ki je po ločitvi od žene in hčerke živel samsko življenje, je umrl zaradi aidsa.	Father Tony Richardson died of AIDS in 1991 and he and his wife divorced when their daughter was four.	Tony Richardson, a priest who lived a single life after separating from his wife and daughter, has died of AIDS.	neutral
P4079	Delovni zvezek 1 je del didaktičnega kompleta za laboratorijsko delo Praktična kemija.	Založba, ki je zasnovala didaktični komplet Praktična kemija, se je odločila, da kupcem v paketu podari še delovni zvezek.	Workbook 1 is part of the Practical Chemistry didactic kit for laboratory work.	The publishing house that designed the Practical Chemistry didactic kit has decided to give customers a workbook as part of the package.	neutral
P4089	Klik deluje 24 ur na dan, vse dni v letu.	Klik je registriranim uporabnikom razpoložljiv vsak trenutek dneva.	Klik works 24 hours a day, every day of the year.	Klik is available to registered users at any time of the day.	neutral
P4128	»Ničesar ne slišim,« je rekel, ko je še močneje napel ušesa.	“Nič ne slišim,” je med zobmi rekel prvemu častniku.	I can't hear anything, he said, straining his ears even harder.	I can't hear anything, he said to the first officer between his teeth.	neutral
P4169	Predlog splošnega dela gozdnogospodarskega načrta območja določi svet Zavoda, predlog splošnega dela gozdnogospodarskega načrta gospodarske enote pa svet območne enote Zavoda.	Območje skupnega pašnika in območja, ki jim je skupni pašnik namenjen, določi upravna enota po predhodnem mnenju kmetijske svetovalne službe.	The proposal for the general part of the forest management plan for the area is determined by the Council of the Institute, and the proposal for the general part of the forest management plan for the economic unit is determined by the Council of the regional unit of the Institute.	The area of the common pasture and the areas to which the common pasture is intended shall be determined by the administrative unit, after prior consultation of the agricultural advisory service.	neutral
P4198	Pogoje za omejitev te pravice vsebuje drugi odstavek 37. člena Ustave.	Njegov odvetnik je jasno povedal, da se da to pravico omejiti, kot piše v 37. členu Ustave.	The conditions for the limitation of this right are contained in Article 37(2) of the Constitution.	His lawyer has made it clear that this right can be limited, as Article 37 of the Constitution states.	neutral
P4217	Tožilcu naj bi tako obljubil denar v zameno za uslugo med postopkom na sodišču, medtem pa naj bi ga prijavil protikorupcijski komisiji, še piše Pomurje.si.	Tožilci se velikokrat znajdejo v položaju, ko jim je ponujena neka vsota denarja, s katero se lahko okoristijo v zameno za protimoralno uslugo, ki lahko vpliva na odločitev sodišča.	He allegedly promised the prosecutor money in exchange for a favour during the court proceedings, and in the meantime reported him to the Anti-Corruption Commission, writes Pomurje.si.	Prosecutors often find themselves in a situation where they are offered a sum of money to profit from in exchange for an anti-moral favour that may influence a court decision.	neutral
P4299	Lahko se dogovorimo, kaj bomo gledali, in se potem o tem tudi pogovorimo.	S skupino si želimo ogledati film.	We can agree what to watch and then discuss it.	We want to watch a film with the group.	neutral
P4341	Jajca dobro razžvrkljamo z rakčevo pasto, soljo in poprom.	Jajca moramo dobro umešati, medtem ko jim dodamo domačo rakčevo pasto.	Whisk the eggs well with the crab paste, salt and pepper.	The eggs must be whisked well while the homemade crab paste is added.	neutral
